"RunID","ADDRESS","ADDRESSEE","ADDRESS_ONE","ADDRESS_THREE","ADDRESS_TWO","ATTENTION","BRANCH_ID","CITY","COUNTRY","DATE_LAST_MODIFIED","FULL_NAME","INVENTORY_AVAILABLE","INVENTORY_AVAILABLE_WEB_STORE","ISINACTIVE","IS_INCLUDE_IN_SUPPLY_PLANNING","LINE_OF_BUSINESS_ID","LOCATION_EXTID","LOCATION_ID","NAME","PARENT_ID","PHONE","RETURNADDRESS","RETURN_ADDRESS_ONE","RETURN_ADDRESS_TWO","RETURN_CITY","RETURN_COUNTRY","RETURN_STATE","RETURN_ZIPCODE","STATE","TRAN_NUM_PREFIX","ZIPCODE"
"197","Grolier Malaysia Malaysia","Grolier Malaysia",,,,,,,"MY","2014-10-16 09:22:20","EDUCATION RESERVED WAREHOUSE","Yes","Yes","No","No","113",,"11","EDUCATION RESERVED WAREHOUSE",,,"Afghanistan",,,,"AF",,,,,
"197","Grolier Malaysia Malaysia","Grolier Malaysia",,,,,,,"MY","2014-10-16 09:21:11","EDUCATION EXCESS WAREHOUSE","Yes","Yes","No","No","113",,"12","EDUCATION EXCESS WAREHOUSE",,,"Afghanistan",,,,"AF",,,,,
"197","YFE-Clark Express Pte Ltd  27 Changi North Crescent  Singapore, 499618  Tel:  67480002","YFE-Clark Express Pte Ltd","27 Changi North Crescent",,,,,,"SG","2015-04-07 09:24:39","YFE WAREHOUSE","Yes","Yes","No","No","105",,"13","YFE WAREHOUSE",,"67480002","YFE-Clark Express Pte Ltd  27 Changi North Crescent  Singapore, 499618  Tel:  67480002","27 Changi North Crescent",,,"SG",,"499618",,,"499618"
"197","VAN WAREHOUSE  Singapore","VAN WAREHOUSE",,,,,,,"SG","2014-10-16 00:44:03","VAN WAREHOUSE","Yes","Yes","No","No","105",,"14","VAN WAREHOUSE",,,"Afghanistan",,,,"AF",,,,,
"197","Scholastic Education International (Singapore) Pte Ltd   Singapore","Location 2 (SEIS Singapore)",,,,,,,"SG","2014-10-16 00:35:24","Location 2 (SEIS Singapore)","Yes","Yes","No","No",,,"15","Location 2 (SEIS Singapore)",,,"Afghanistan",,,,"AF",,,,,
"197","Azmi Balakong   Malaysia","Azmi",,,,,,"Balakong","MY","2014-07-22 18:18:49","MEGA - MEGA BALAKONG : MIGA - MIGA BALAKONG","Yes","Yes","No","No","105",,"16","MIGA - MIGA BALAKONG","1","016-2733420","Afghanistan",,,,"AF",,,"Selangor",,
"197","PK - PORT KLANG Klang   Malaysia","PK - PORT KLANG",,,,,,"Klang","MY","2014-07-22 18:18:49","MEGA - MEGA BALAKONG : PK - PORT KLANG","Yes","Yes","No","No","105",,"17","PK - PORT KLANG","1",,"Afghanistan",,,,"AF",,,,,
"197","Azmi Lot 7.01 Plaza First Nationwide 161 Jalan Tun H.S. Lee Kuala Lumpur  50000 Malaysia","Azmi","Lot 7.01 Plaza First Nationwide",,"161 Jalan Tun H.S. Lee",,,"Kuala Lumpur","MY","2014-07-22 18:18:48","MEGA - MEGA BALAKONG : KL - KL OFFICE","Yes","Yes","No","No","105",,"18","KL - KL OFFICE","1","016-2733420","Afghanistan",,,,"AF",,,"Wilayah Persekutuan",,"50000"
"197","BT - BINTULU Bintulu   Malaysia","BT - BINTULU",,,,,,"Bintulu","MY","2014-07-22 18:18:48","MEGA - MEGA BALAKONG : BT - BINTULU","Yes","Yes","No","No","105",,"19","BT - BINTULU","1",,"Afghanistan",,,,"AF",,,,,
"197","KK - KOTA KINABALU Kota Kinabalu   Malaysia","KK - KOTA KINABALU",,,,,,"Kota Kinabalu","MY","2014-07-22 18:18:48","MEGA - MEGA BALAKONG : KK - KOTA KINABALU","Yes","Yes","No","No","105",,"21","KK - KOTA KINABALU","1",,"Afghanistan",,,,"AF",,,,,
"197","KU - KUCHING Kuching   Malaysia","KU - KUCHING",,,,,,"Kuching","MY","2014-07-22 18:18:48","MEGA - MEGA BALAKONG : KU - KUCHING","Yes","Yes","No","No","105",,"22","KU - KUCHING","1",,"Afghanistan",,,,"AF",,,,,
"197","LB - LABUAN Labuan   Malaysia","LB - LABUAN",,,,,,"Labuan","MY","2014-07-22 18:18:48","MEGA - MEGA BALAKONG : LB - LABUAN","Yes","Yes","No","No","105",,"23","LB - LABUAN","1",,"Afghanistan",,,,"AF",,,"Wilayah Persekutuan",,
"197","LIMB - LIMBANG Limbang   Malaysia","LIMB - LIMBANG",,,,,,"Limbang","MY","2014-07-22 18:18:48","MEGA - MEGA BALAKONG : LIMB - LIMBANG","Yes","Yes","No","No","105",,"24","LIMB - LIMBANG","1",,"Afghanistan",,,,"AF",,,,,
"197","LKWI - LANGKAWI Langkawi   Malaysia","LKWI - LANGKAWI",,,,,,"Langkawi","MY","2014-07-22 18:18:48","MEGA - MEGA BALAKONG : LKWI - LANGKAWI","Yes","Yes","No","No","105",,"25","LKWI - LANGKAWI","1",,"Afghanistan",,,,"AF",,,,,
"197","MI - MIRI Miri   Malaysia","MI - MIRI",,,,,,"Miri","MY","2014-07-22 18:18:48","MEGA - MEGA BALAKONG : MI - MIRI","Yes","Yes","No","No","105",,"26","MI - MIRI","1",,"Afghanistan",,,,"AF",,,,,
"197","SI - SIBU Sibu   Malaysia","SI - SIBU",,,,,,"Sibu","MY","2014-07-22 18:18:49","MEGA - MEGA BALAKONG : SI - SIBU","Yes","Yes","No","No","105",,"27","SI - SIBU","1",,"Afghanistan",,,,"AF",,,,,
"197","SN - SANDAKAN Sandakan   Malaysia","SN - SANDAKAN",,,,,,"Sandakan","MY","2014-07-22 18:18:49","MEGA - MEGA BALAKONG : SN - SANDAKAN","Yes","Yes","No","No","105",,"28","SN - SANDAKAN","1",,"Afghanistan",,,,"AF",,,,,
"197","TA - TAWAU Tawau   Malaysia","TA - TAWAU",,,,,,"Tawau","MY","2014-07-22 18:18:49","MEGA - MEGA BALAKONG : TA - TAWAU","Yes","Yes","No","No","105",,"29","TA - TAWAU","1",,"Afghanistan",,,,"AF",,,,,
"197","AMD - AHMAD Delivery Van 1 Malaysia","AMD - AHMAD","Delivery Van 1",,,,,,"MY","2014-07-22 18:18:47","MEGA - MEGA BALAKONG : AMD - AHMAD","Yes","Yes","No","No","105",,"30","AMD - AHMAD","1",,"Afghanistan",,,,"AF",,,,,
"197","ANTH - ANTHONY Delivery Van 2 Malaysia","ANTH - ANTHONY","Delivery Van 2",,,,,,"MY","2014-07-22 18:18:47","MEGA - MEGA BALAKONG : ANTH - ANTHONY","Yes","Yes","No","No","105",,"31","ANTH - ANTHONY","1",,"Afghanistan",,,,"AF",,,,,
"197","AZM - AZMAN Delivery Van 3 Malaysia","AZM - AZMAN","Delivery Van 3",,,,,,"MY","2014-07-22 18:18:48","MEGA - MEGA BALAKONG : AZM - AZMAN","Yes","Yes","No","No","105",,"32","AZM - AZMAN","1",,"Afghanistan",,,,"AF",,,,,
"197","NS - NORMAN Delivery Van 4 Malaysia","NS - NORMAN","Delivery Van 4",,,,,,"MY","2014-07-22 18:18:49","MEGA - MEGA BALAKONG : NS - NORMAN","Yes","Yes","No","No","105",,"33","NS - NORMAN","1",,"Afghanistan",,,,"AF",,,,,
"197","SHAM - HISHAM Delivery Van 5 Malaysia","SHAM - HISHAM","Delivery Van 5",,,,,,"MY","2014-07-22 18:18:49","MEGA - MEGA BALAKONG : SHAM - HISHAM","Yes","Yes","No","No","105",,"34","SHAM - HISHAM","1",,"Afghanistan",,,,"AF",,,,,
"197","ZAK - ZAKRI MOHD Delivery Van 6 Malaysia","ZAK - ZAKRI MOHD","Delivery Van 6",,,,,,"MY","2014-07-22 18:18:49","MEGA - MEGA BALAKONG : ZAK - ZAKRI MOHD","Yes","Yes","No","No","105",,"35","ZAK - ZAKRI MOHD","1",,"Afghanistan",,,,"AF",,,,,
"197","ZAM - ZAMRI Delivery Van 7 Malaysia","ZAM - ZAMRI","Delivery Van 7",,,,,,"MY","2014-07-22 18:18:50","MEGA - MEGA BALAKONG : ZAM - ZAMRI","Yes","Yes","No","No","105",,"36","ZAM - ZAMRI","1",,"Afghanistan",,,,"AF",,,,,
"197","ARME - ARME Delivery Van 8 Malaysia","ARME - ARME","Delivery Van 8",,,,,,"MY","2014-07-22 18:18:47","MEGA - MEGA BALAKONG : ARME - ARME","Yes","Yes","No","No","105",,"37","ARME - ARME","1",,"Afghanistan",,,,"AF",,,,,
"197","AZRI - AZRIL Delivery Van 9 Malaysia","AZRI - AZRIL","Delivery Van 9",,,,,,"MY","2014-07-22 18:18:48","MEGA - MEGA BALAKONG : AZRI - AZRIL","Yes","Yes","No","No","105",,"38","AZRI - AZRIL","1",,"Afghanistan",,,,"AF",,,,,
"197","HASR - HASROL Delivery Van 10 Malaysia","HASR - HASROL","Delivery Van 10",,,,,,"MY","2014-07-22 18:18:48","MEGA - MEGA BALAKONG : HASR - HASROL","Yes","Yes","No","No","105",,"39","HASR - HASROL","1",,"Afghanistan",,,,"AF",,,,,
"197","NAZR - NAZIR Delivery Van 11 Malaysia","NAZR - NAZIR","Delivery Van 11",,,,,,"MY","2014-07-22 18:18:49","MEGA - MEGA BALAKONG : NAZR - NAZIR","Yes","Yes","No","No","105",,"40","NAZR - NAZIR","1",,"Afghanistan",,,,"AF",,,,,
"197","SRIL - SHARIL Delivery Van 12 Malaysia","SRIL - SHARIL","Delivery Van 12",,,,,,"MY","2014-07-22 18:18:49","MEGA - MEGA BALAKONG : SRIL - SHARIL","Yes","Yes","No","No","105",,"41","SRIL - SHARIL","1",,"Afghanistan",,,,"AF",,,,,
"197","YOGA - YOGA Delivery Van 14 Malaysia","YOGA - YOGA","Delivery Van 14",,,,,,"MY","2014-07-22 18:18:49","MEGA - MEGA BALAKONG : YOGA - YOGA","Yes","Yes","No","No","105",,"43","YOGA - YOGA","1",,"Afghanistan",,,,"AF",,,,,
"197","ZBRI - ZAMBRI BROHIM Delivery Van 15 Malaysia","ZBRI - ZAMBRI BROHIM","Delivery Van 15",,,,,,"MY","2014-07-22 18:18:50","MEGA - MEGA BALAKONG : ZBRI - ZAMBRI BROHIM","Yes","Yes","No","No","105",,"44","ZBRI - ZAMBRI BROHIM","1",,"Afghanistan",,,,"AF",,,,,
"197","LOCATION 3   3017 Ubi Road 1 #01-131  408708  Singapore","Location 3 (RIC & IVY)","3017 Ubi Road 1 #01-131",,,,,,"SG","2014-08-22 01:15:00","Location 2 (SEIS Singapore) : Location 3 (RIC & IVY)","Yes","Yes","No","No",,,"45","Location 3 (RIC & IVY)","15",,"Afghanistan",,,,"AF",,,,,"408708"
"197","Location 4 (Bookfair)  Singapore","Location 4 (Bookfair)",,,,,,,"SG","2014-08-22 01:15:34","Location 2 (SEIS Singapore) : Location 4 (Bookfair)","Yes","Yes","No","No",,,"46","Location 4 (Bookfair)","15",,"Afghanistan",,,,"AF",,,,,
"197","Location 5 (Printer)  Singapore","Location 5 (Printer)",,,,,,,"SG","2014-08-22 01:15:56","Location 2 (SEIS Singapore) : Location 5 (Printer)","Yes","Yes","No","No",,,"47","Location 5 (Printer)","15",,"Afghanistan",,,,"AF",,,,,
"197","DROP SHIPMENT MY  Malaysia","DROP SHIPMENT MY",,,,,,,"MY","2014-09-29 05:32:15","DROP SHIPMENT MY","Yes","Yes","No","Yes","103",,"49","DROP SHIPMENT MY",,,,,,,,,,,,
"197","DROP SHIPMENT SG  Singapore","DROP SHIPMENT SG",,,,,,,"SG","2014-09-29 05:33:19","DROP SHIPMENT SG","Yes","Yes","No","Yes","103",,"50","DROP SHIPMENT SG",,,,,,,,,,,,
"197","CONSIGNMENT TESCO  Malaysia","CONSIGNMENT TESCO",,,,,,,"MY","2014-10-24 06:32:42","CONSIGNMENT TESCO","Yes","Yes","No","Yes","103",,"51","CONSIGNMENT TESCO",,,,,,,,,,,,
"197","CONSIGNMENT AMARIN  Malaysia","CONSIGNMENT AMARIN",,,,,,,"MY","2014-10-24 06:34:09","CONSIGNMENT AMARIN","Yes","Yes","No","Yes","103",,"52","CONSIGNMENT AMARIN",,,,,,,,,,,,
"197","ID Jakarta Main  Indonesia","ID Jakarta Main",,,,,,,"ID","2014-11-20 07:00:23","ID Jakarta Main","Yes","Yes","No","Yes","105",,"53","ID Jakarta Main",,,,,,,,,,,,
"197","TH RAMA MAIN  Thailand","TH RAMA MAIN",,,,,,,"TH","2014-12-23 01:02:25","TH RAMA MAIN","Yes","Yes","No","Yes",,,"54","TH RAMA MAIN",,,,,,,,,,,,
"197","TH SCHOLASTIC  Thailand","TH SCHOLASTIC",,,,,,,"TH","2014-12-23 01:03:40","TH SCHOLASTIC","Yes","Yes","No","Yes",,,"55","TH SCHOLASTIC",,,,,,,,,,,,
"197","IN MAIN  India","IN MAIN",,,,,,,"IN","2015-01-19 09:47:56","IN MAIN","Yes","Yes","No","Yes","105",,"56","IN MAIN",,,,,,,,,,,,
"197","DROP SHIPMENT TH  Thailand","DROP SHIPMENT TH",,,,,,,"TH","2015-04-28 04:52:50","DROP SHIPMENT TH","Yes","Yes","No","Yes","103",,"57","DROP SHIPMENT TH",,,,,,,,,,,,
"197","21 Lady Ruby Dr.  East Tamaki  Auckland  2013  New Zealand",,"21 Lady Ruby Dr.",,"East Tamaki",,,"Auckland","NZ","2016-02-06 00:01:41","Auckland","Yes","Yes","No","Yes",,,"58","Auckland",,,,,,,,,,,,"2013"
"197","Book Clubs Warehouse  21 Lady Ruby Dr.  East Tamaki  Auckland  2013  New Zealand","Book Clubs Warehouse","21 Lady Ruby Dr.",,"East Tamaki",,,"Auckland","NZ","2016-02-06 00:04:11","Auckland : Book Clubs","Yes","Yes","No","Yes","101",,"59","Book Clubs","58",,,,,,,,,,,"2013"
"197","BIH Warehouse  21 Lady Ruby Drive  East Tamaki  Auckland  2013  New Zealand","BIH Warehouse","21 Lady Ruby Drive",,"East Tamaki",,,"Auckland","NZ","2016-02-06 00:04:44","Auckland : Books in Homes","Yes","Yes","No","Yes","104",,"60","Books in Homes","58",,,,,,,,,,,"2013"
"197","Book Fairs Warehouse  21 Lady Ruby Drive  East Tamaki  Auckland  2013  New Zealand","Book Fairs Warehouse","21 Lady Ruby Drive",,"East Tamaki",,,"Auckland","NZ","2016-02-06 00:04:44","Auckland : Book Fairs","Yes","Yes","No","Yes","102",,"61","Book Fairs","58",,,,,,,,,,,"2013"
"197","Standing Orders Warehouse  21 Lady Ruby Drive  East Tamaki  Auckland  2013  New Zealand","Standing Orders Warehouse","21 Lady Ruby Drive",,"East Tamaki",,,"Auckland","NZ","2016-02-06 00:04:44","Auckland : Standing Orders","Yes","Yes","No","Yes","106",,"62","Standing Orders","58",,,,,,,,,,,"2013"
"197","General Warehouse  21 Lady Ruby Drive  East Tamaki  Auckland  2013  New Zealand","General Warehouse","21 Lady Ruby Drive",,"East Tamaki",,,"Auckland","NZ","2016-02-06 00:04:44","Auckland : General","Yes","Yes","No","Yes","103",,"63","General","58",,,,,,,,,,,"2013"
"197","Christchurch  Christchurch    New Zealand","Christchurch",,,,,,"Christchurch","NZ","2015-12-09 03:23:00","Christchurch","Yes","Yes","No","Yes","102",,"64","Christchurch",,,,,,,,,,,,
"197","Christchurch Book Fairs  Christchurch    New Zealand","Christchurch Book Fairs",,,,,,"Christchurch","NZ","2015-12-09 03:23:28","Christchurch : Book Fairs","Yes","Yes","No","Yes","102",,"65","Book Fairs","64",,,,,,,,,,,
"197","KHID – KHIDIR  Malaysia","KHID – KHIDIR",,,,,,,"MY","2015-12-14 10:42:49","MEGA - MEGA BALAKONG : KHID – KHIDIR","Yes","Yes","No","Yes","105",,"66","KHID – KHIDIR","1",,,,,,,,,,,
